Year,Month,Market_Group,Region,Channel_Level,Subchannel / Partner,Sales Employee / Account,Company_Group,Currency,Metric,Value_kEUR,Value_EUR,Date
2025,01/04/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,404,404000,01/04/2025
2025,01/05/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,410.25,410250,01/05/2025
2025,01/06/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,366.75,366750,01/06/2025
2025,01/07/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,373,373000,01/07/2025
2025,01/08/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,236.25,236250,01/08/2025
2025,01/09/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,429,429000,01/09/2025
2025,01/10/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,516,516000,01/10/2025
2025,01/11/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,429,429000,01/11/2025
2025,01/12/2025,Core Markets,Germany,Unspecified,,,Company 1,EUR,Budget,329.5,329500,01/12/2025
2025,01/01/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/01/2025
2025,01/02/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/02/2025
2025,01/03/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/03/2025
2025,01/04/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/04/2025
2025,01/05/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/05/2025
2025,01/06/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/06/2025
2025,01/07/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/07/2025
2025,01/08/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/08/2025
2025,01/09/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/09/2025
2025,01/10/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/10/2025
2025,01/11/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/11/2025
2025,01/12/2025,Core Markets,Italy,Unspecified,,,Company 1,EUR,Budget,0,0,01/12/2025
2025,01/01/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,6,6000,01/01/2025
2025,01/02/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,6.75,6750,01/02/2025
2025,01/03/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,10.5,10500,01/03/2025
2025,01/04/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,9.75,9750,01/04/2025
2025,01/05/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,11.25,11250,01/05/2025
2025,01/06/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,10.5,10500,01/06/2025
2025,01/07/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,12,12000,01/07/2025
2025,01/08/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,8.25,8250,01/08/2025
2025,01/09/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,15.75,15750,01/09/2025
2025,01/10/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,17.25,17250,01/10/2025
2025,01/11/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,15.75,15750,01/11/2025
2025,01/12/2025,Core Markets,Spain,Unspecified,,,Company 1,EUR,Budget,11.25,11250,01/12/2025
2025,01/01/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,56,56000,01/01/2025
2025,01/02/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,50.875,50875,01/02/2025
2025,01/03/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,73.75,73750,01/03/2025
2025,01/04/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,66.75,66750,01/04/2025
2025,01/05/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,68.625,68625,01/05/2025
2025,01/06/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,61.625,61625,01/06/2025
2025,01/07/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,63.5,63500,01/07/2025
2025,01/08/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,40.625,40625,01/08/2025
2025,01/09/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,74.25,74250,01/09/2025
2025,01/10/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,88.25,88250,01/10/2025
2025,01/11/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,74.25,74250,01/11/2025
2025,01/12/2025,Core Markets,Switzerland,Unspecified,,,Company 1,EUR,Budget,56.5,56500,01/12/2025
2025,01/01/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,32,32000,01/01/2025
2025,01/02/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,40,40000,01/02/2025
2025,01/03/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,48,48000,01/03/2025
2025,01/04/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,48,48000,01/04/2025
2025,01/05/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,52,52000,01/05/2025
2025,01/06/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,60,60000,01/06/2025
2025,01/07/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,64,64000,01/07/2025
2025,01/08/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,60,60000,01/08/2025
2025,01/09/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,68.28419226,68284.19226,01/09/2025
2025,01/10/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,104,104000,01/10/2025
2025,01/11/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,136,136000,01/11/2025
2025,01/12/2025,eCommerce,eCommerce (excl. USA),Unspecified,,,Company 3,EUR,Budget,88,88000,01/12/2025
2025,01/01/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,4.8,4800,01/01/2025
2025,01/02/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,4.2,4200,01/02/2025
2025,01/03/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,6,6000,01/03/2025
2025,01/04/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,5.4,5400,01/04/2025
2025,01/05/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,5.4,5400,01/05/2025
2025,01/06/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,24.8,24800,01/06/2025
2025,01/07/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,24.8,24800,01/07/2025
2025,01/08/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,23,23000,01/08/2025
2025,01/09/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,35.4,35400,01/09/2025
2025,01/10/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,36.6,36600,01/10/2025
2025,01/11/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,45.4,45400,01/11/2025
2025,01/12/2025,Export,Distributor - APAC,Unspecified,,,Company 2,EUR,Budget,44.2,44200,01/12/2025
2025,01/01/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,37.8,37800,01/01/2025
2025,01/02/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,37.8,37800,01/02/2025
2025,01/03/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,37.8,37800,01/03/2025
2025,01/04/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,37.8,37800,01/04/2025
2025,01/05/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,25.2,25200,01/05/2025
2025,01/06/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,42,42000,01/06/2025
2025,01/07/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,16.8,16800,01/07/2025
2025,01/08/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,16.8,16800,01/08/2025
2025,01/09/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,33.6,33600,01/09/2025
2025,01/10/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,50.4,50400,01/10/2025
2025,01/11/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,42,42000,01/11/2025
2025,01/12/2025,Export,Distributor - Austria,Unspecified,,,Company 1,EUR,Budget,42,42000,01/12/2025
2025,01/01/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,0,0,01/01/2025
2025,01/02/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,75,75000,01/02/2025
2025,01/03/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,0,0,01/03/2025
2025,01/04/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,0,0,01/04/2025
2025,01/05/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,125,125000,01/05/2025
2025,01/06/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,0,0,01/06/2025
2025,01/07/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,0,0,01/07/2025
2025,01/08/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,450,450000,01/08/2025
2025,01/09/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,0,0,01/09/2025
2025,01/10/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,0,0,01/10/2025
2025,01/11/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,350,350000,01/11/2025
2025,01/12/2025,Export,Distributor - China,Unspecified,,,Company 2,EUR,Budget,0,0,01/12/2025
2025,01/01/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,5,5000,01/01/2025
2025,01/02/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,4,4000,01/02/2025
2025,01/03/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,6,6000,01/03/2025
2025,01/04/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,5,5000,01/04/2025
2025,01/05/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,5,5000,01/05/2025
2025,01/06/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,5,5000,01/06/2025
2025,01/07/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,5,5000,01/07/2025
2025,01/08/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,3,3000,01/08/2025
2025,01/09/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,5,5000,01/09/2025
2025,01/10/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,7,7000,01/10/2025
2025,01/11/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,5,5000,01/11/2025
2025,01/12/2025,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Budget,4,4000,01/12/2025
2025,01/01/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,0,0,01/01/2025
2025,01/02/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,18,18000,01/02/2025
2025,01/03/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,19.8,19800,01/03/2025
2025,01/04/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,25.8,25800,01/04/2025
2025,01/05/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,36.6,36600,01/05/2025
2025,01/06/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,45,45000,01/06/2025
2025,01/07/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,58.2,58200,01/07/2025
2025,01/08/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,53.4,53400,01/08/2025
2025,01/09/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,56.4,56400,01/09/2025
2025,01/10/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,71.4,71400,01/10/2025
2025,01/11/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,116.4,116400,01/11/2025
2025,01/12/2025,Export,Distributor - Middle East,Unspecified,,,Company 2,EUR,Budget,99,99000,01/12/2025
2025,01/01/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,0,0,01/01/2025
2025,01/02/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,0,0,01/02/2025
2025,01/03/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,0,0,01/03/2025
2025,01/04/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,0,0,01/04/2025
2025,01/05/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,0,0,01/05/2025
2025,01/06/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,2.5,2500,01/06/2025
2025,01/07/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,2.5,2500,01/07/2025
2025,01/08/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,2.5,2500,01/08/2025
2025,01/09/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,3.75,3750,01/09/2025
2025,01/10/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,3.75,3750,01/10/2025
2025,01/11/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,5,5000,01/11/2025
2025,01/12/2025,Export,Distributor - New,Unspecified,,,Company 1,EUR,Budget,5,5000,01/12/2025
2025,01/01/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,9,9000,01/01/2025
2025,01/02/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,9,9000,01/02/2025
2025,01/03/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,9.9,9900,01/03/2025
2025,01/04/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,12.9,12900,01/04/2025
2025,01/05/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,18.3,18300,01/05/2025
2025,01/06/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,22.5,22500,01/06/2025
2025,01/07/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,29.1,29100,01/07/2025
2025,01/08/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,26.7,26700,01/08/2025
2025,01/09/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,28.2,28200,01/09/2025
2025,01/10/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,32.7,32700,01/10/2025
2025,01/11/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,55.2,55200,01/11/2025
2025,01/12/2025,Export,Distributor - Other EU,Unspecified,,,Company 1,EUR,Budget,46.5,46500,01/12/2025
2025,01/01/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,8,8000,01/01/2025
2025,01/02/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,7,7000,01/02/2025
2025,01/03/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,10,10000,01/03/2025
2025,01/04/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,9,9000,01/04/2025
2025,01/05/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,9,9000,01/05/2025
2025,01/06/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,8,8000,01/06/2025
2025,01/07/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,8,8000,01/07/2025
2025,01/08/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,5,5000,01/08/2025
2025,01/09/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,9,9000,01/09/2025
2025,01/10/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,11,11000,01/10/2025
2025,01/11/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,9,9000,01/11/2025
2025,01/12/2025,Export,Distributor - Other ROW,Unspecified,,,Company 1,EUR,Budget,7,7000,01/12/2025
2025,01/01/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,0,0,01/01/2025
2025,01/02/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,64,64000,01/02/2025
2025,01/03/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,0,0,01/03/2025
2025,01/04/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,0,0,01/04/2025
2025,01/05/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,80,80000,01/05/2025
2025,01/06/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,0,0,01/06/2025
2025,01/07/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,0,0,01/07/2025
2025,01/08/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,96,96000,01/08/2025
2025,01/09/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,0,0,01/09/2025
2025,01/10/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,0,0,01/10/2025
2025,01/11/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,80,80000,01/11/2025
2025,01/12/2025,Export,Distributor - Russia,Unspecified,,,Company 1,EUR,Budget,0,0,01/12/2025
2025,01/01/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,0,0,01/01/2025
2025,01/02/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,96,96000,01/02/2025
2025,01/03/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,72,72000,01/03/2025
2025,01/04/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,0,0,01/04/2025
2025,01/05/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,72,72000,01/05/2025
2025,01/06/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,72,72000,01/06/2025
2025,01/07/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,0,0,01/07/2025
2025,01/08/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,60,60000,01/08/2025
2025,01/09/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,0,0,01/09/2025
2025,01/10/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,84,84000,01/10/2025
2025,01/11/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,72,72000,01/11/2025
2025,01/12/2025,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,72,72000,01/12/2025
2025,01/01/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.4,2400,01/01/2025
2025,01/02/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.1,2100,01/02/2025
2025,01/03/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/03/2025
2025,01/04/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.7,2700,01/04/2025
2025,01/05/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.7,2700,01/05/2025
2025,01/06/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.4,2400,01/06/2025
2025,01/07/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.4,2400,01/07/2025
2025,01/08/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,1.5,1500,01/08/2025
2025,01/09/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.7,2700,01/09/2025
2025,01/10/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3.3,3300,01/10/2025
2025,01/11/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.7,2700,01/11/2025
2025,01/12/2025,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,2.1,2100,01/12/2025
2025,01/01/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,10,10000,01/01/2025
2025,01/02/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,8.75,8750,01/02/2025
2025,01/03/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,12.5,12500,01/03/2025
2025,01/04/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,11.25,11250,01/04/2025
2025,01/05/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,11.25,11250,01/05/2025
2025,01/06/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,10,10000,01/06/2025
2025,01/07/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,10,10000,01/07/2025
2025,01/08/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,6.25,6250,01/08/2025
2025,01/09/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,11.25,11250,01/09/2025
2025,01/10/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,13.75,13750,01/10/2025
2025,01/11/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,11.25,11250,01/11/2025
2025,01/12/2025,UK,Retail,Unspecified,,,Company 1,EUR,Budget,8.75,8750,01/12/2025
2025,01/01/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,10,10000,01/01/2025
2025,01/02/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,11.875,11875,01/02/2025
2025,01/03/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,18.75,18750,01/03/2025
2025,01/04/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,17.5,17500,01/04/2025
2025,01/05/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,20.625,20625,01/05/2025
2025,01/06/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,19.375,19375,01/06/2025
2025,01/07/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,22.5,22500,01/07/2025
2025,01/08/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,15.625,15625,01/08/2025
2025,01/09/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,30,30000,01/09/2025
2025,01/10/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,32.5,32500,01/10/2025
2025,01/11/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,30,30000,01/11/2025
2025,01/12/2025,UK,Spa,Unspecified,,,Company 1,EUR,Budget,21.25,21250,01/12/2025
2025,01/01/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,3,3000,01/01/2025
2025,01/02/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,3,3000,01/02/2025
2025,01/03/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,3,3000,01/03/2025
2025,01/04/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,4,4000,01/04/2025
2025,01/05/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,4,4000,01/05/2025
2025,01/06/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,4,4000,01/06/2025
2025,01/07/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,5,5000,01/07/2025
2025,01/08/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,5,5000,01/08/2025
2025,01/09/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,5,5000,01/09/2025
2025,01/10/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,6,6000,01/10/2025
2025,01/11/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,12,12000,01/11/2025
2025,01/12/2025,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,5,5000,01/12/2025
